DMC; RequestId; Result; S010_state; S010_user; S010_housing_ZE; S010_cover_ZE; S010_lockingpliers; S010_R1_hook; S010_R2_hook; S010_R3_hook; S010_R4_hook; S010_R5_hook; S020_state; S020_timestamp_dummy; S020_busbar_KL15; S020_busbar_KL30; S020_busbar_ECOA; S020_busbar_ECOB; S020_P1_elopins; S020_P2_elopins; S020_P3_elopins; S020_P4_elopins; S030_state; S030_timestamp_dummy; S030_forkcontact; S040_state; S040_timestamp_dummy; S040_K1_force_min; S040_K1_force_current; S040_K1_force_max; S040_K2_force_min; S040_K2_force_current; S040_K2_force_max; S040_1_distance_min; S040_1_distance_current; S040_1_distance_max; S040_2_distance_min; S040_2_distance_current; S040_2_distance_max; S040_3_distance_min; S040_3_distance_current; S040_3_distance_max; S040_4_distance_min; S040_4_distance_current; S040_4_distance_max; S040_5_distance_min; S040_5_distance_current; S040_5_distance_max; S040_6_distance_min; S040_6_distance_current; S040_6_distance_max; S050_state; S050_timestamp_dummy; S050_contact; S050_scancode; S051_state; S051_timestamp_dummy; S051_V1_hook; S051_V2_hook; S051_V3_hook; S051_V4_hook; S051_V5_hook; S051_V6_hook; S051_V7_hook; S051_V8_hook; S060_state; S060_timestamp_dummy; S060_R6_hook; S060_R6_distance_min; S060_R6_distance_current; S060_R6_distance_max; S060_R7_hook; S060_R7_distance_min; S060_R7_distance_current; S060_R7_distance_max; S060_R8_hook; S060_R8_distance_min; S060_R8_distance_current; S060_R8_distance_max; S060_R9_hook; S060_R9_distance_min; S060_R9_distance_current; S060_R9_distance_max; S060_R10_hook; S060_R10_distance_min; S060_R10_distance_current; S060_R10_distance_max; S060_R11_hook; S060_R11_distance_min; S060_R11_distance_current; S060_R11_distance_max; S060_R12_hook; S060_R12_distance_min; S060_R12_distance_current; S060_R12_distance_max; S060_R13_hook; S060_R13_distance_min; S060_R13_distance_current; S060_R13_distance_max; S060_R14_hook; S060_R14_distance_min; S060_R14_distance_current; S060_R14_distance_max; S080_state; S080_timestamp_dummy; S080_electrical_testing; S080_electrical_continuity_1; S080_electrical_continuity_2; S080_electrical_continuity_3; S080_electrical_continuity_4; S080_electrical_continuity_5; S080_electrical_continuity_6; S080_electrical_continuity_7; S080_electrical_continuity_8; S080_electrical_continuity_9; S080_electrical_continuity_10; S080_electrical_continuity_11; S080_electrical_continuity_12; S080_electrical_continuity_13; S080_electrical_continuity_14; S080_electrical_continuity_15; S080_electrical_continuity_16; S080_electrical_continuity_17; S080_electrical_continuity_18; S080_electrical_continuity_19; S080_electrical_continuity_20; S080_electrical_continuity_21; S080_electrical_continuity_22; S080_electrical_continuity_23; S080_electrical_continuity_24; S080_electrical_continuity_25; S080_electrical_continuity_26; S080_electrical_continuity_27; S080_electrical_continuity_28; S080_electrical_continuity_29; S080_electrical_continuity_30; S080_electrical_continuity_31; S080_electrical_continuity_32; S080_electrical_continuity_33; S080_electrical_continuity_34; S080_electrical_continuity_35; S080_electrical_continuity_36; S080_electrical_continuity_37; S080_electrical_continuity_38; S080_electrical_continuity_39; S080_electrical_continuity_40; S080_electrical_continuity_41; S080_electrical_continuity_42; S080_electrical_continuity_43; S080_electrical_continuity_44; S080_electrical_continuity_45; S080_electrical_continuity_46; S080_electrical_continuity_47; S080_electrical_continuity_48; S080_electrical_continuity_49; S080_electrical_continuity_50; S080_electrical_continuity_51; S080_electrical_continuity_52; S080_electrical_continuity_53; S080_electrical_continuity_54; S080_electrical_continuity_55; S080_electrical_continuity_56; S080_electrical_continuity_57; S080_electrical_continuity_58; S080_short-sircuiting_1; S080_short-sircuiting_2; S080_short-sircuiting_3; S080_short-sircuiting_4; S080_short-sircuiting_5; S080_short-sircuiting_6; S080_short-sircuiting_7; S080_short-sircuiting_8; S080_short-sircuiting_9; S080_short-sircuiting_10; S080_short-sircuiting_11; S080_short-sircuiting_12; S080_short-sircuiting_13; S080_short-sircuiting_14; S080_short-sircuiting_15; S080_short-sircuiting_16; S080_short-sircuiting_17; S080_short-sircuiting_18; S080_short-sircuiting_19; S080_short-sircuiting_20; S080_short-sircuiting_21; S080_short-sircuiting_22; S080_short-sircuiting_23; S080_short-sircuiting_24; S080_short-sircuiting_25; S080_short-sircuiting_26; S080_short-sircuiting_27; S080_short-sircuiting_28; S080_short-sircuiting_29; S080_short-sircuiting_30; S080_short-sircuiting_31; S080_short-sircuiting_32; S080_short-sircuiting_33; S080_short-sircuiting_34; S080_short-sircuiting_35; S080_short-sircuiting_36; S080_short-sircuiting_37; S080_short-sircuiting_38; S080_short-sircuiting_39; S080_short-sircuiting_40; S080_short-sircuiting_41; S080_short-sircuiting_42; S080_short-sircuiting_43; S080_short-sircuiting_44; S080_short-sircuiting_45; S080_short-sircuiting_46; S080_short-sircuiting_47; S080_short-sircuiting_48; S080_short-sircuiting_49; S080_short-sircuiting_50; S080_short-sircuiting_51; S080_short-sircuiting_52; S080_short-sircuiting_53; S080_short-sircuiting_54; S080_short-sircuiting_55; S080_short-sircuiting_56; S080_short-sircuiting_57; S080_short-sircuiting_58;
81254446122 _D_/401143789 220103 000 840549245012; 73977; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 2048,401; 4000; 630; 783,34; 2500; 1,99; 2,09; 2,29; 1,99; 2,067; 2,29; 1,92; 2,009; 2,22; 1,92; 2,009; 2,22; 1,99; 2,15; 2,29; 1,99; 2,088; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,054; 1; IO; -1; -0,081; 1; IO; -1; -0,545; 1; IO; -1; -0,641; 1; IO; -1; -0,177; 1; IO; -1; -0,042; 1; IO; -1; 0,115; 1; IO; -1; -0,023; 1; IO; -1; 0,027; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245011; 73978; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1930,237; 4000; 630; 819,092; 2500; 1,99; 2,086; 2,29; 1,99; 2,088; 2,29; 1,92; 2,021; 2,22; 1,92; 2,009; 2,22; 1,99; 2,062; 2,29; 1,99; 2,079; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,049; 1; IO; -1; 0,04; 1; IO; -1; -0,402; 1; IO; -1; 0,474; 1; IO; -1; -0,098; 1; IO; -1; -0,017; 1; IO; -1; 0,023; 1; IO; -1; -0,0317; 1; IO; -1; -0,034; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245010; 73979; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1972,366; 4000; 630; 866,76; 2500; 1,99; 2,09; 2,29; 1,99; 2,023; 2,29; 1,92; 1,995; 2,22; 1,92; 1,979; 2,22; 1,99; 2,091; 2,29; 1,99; 2,069; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,064; 1; IO; -1; -0,072; 1; IO; -1; -0,518; 1; IO; -1; -0,512; 1; IO; -1; -0,225; 1; IO; -1; -0,101; 1; IO; -1; 0,123; 1; IO; -1; -0,0315; 1; IO; -1; -0,009; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245009; 73980; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1987,305; 4000; 630; 772,598; 2500; 1,99; 2,116; 2,29; 1,99; 2,066; 2,29; 1,92; 1,992; 2,22; 1,92; 1,991; 2,22; 1,99; 2,073; 2,29; 1,99; 2,102; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,03; 1; IO; -1; 0,062; 1; IO; -1; -0,322; 1; IO; -1; 0,631; 1; IO; -1; -0,086; 1; IO; -1; 0,003; 1; IO; -1; 0,021; 1; IO; -1; -0,0336; 1; IO; -1; -0,013; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245008; 73981; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1978,241; 4000; 630; 767,563; 2500; 1,99; 2,19; 2,29; 1,99; 2,162; 2,29; 1,92; 2,042; 2,22; 1,92; 2,056; 2,22; 1,99; 2,152; 2,29; 1,99; 2,078; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,05; 1; IO; -1; 0,069; 1; IO; -1; -0,381; 1; IO; -1; 0,591; 1; IO; -1; -0,072; 1; IO; -1; -0,072; 1; IO; -1; 0,025; 1; IO; -1; -0,0429; 1; IO; -1; -0,016; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245007; 73982; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1973,038; 4000; 630; 758,331; 2500; 1,99; 2,045; 2,29; 1,99; 2,07; 2,29; 1,92; 2,066; 2,22; 1,92; 2,029; 2,22; 1,99; 2,127; 2,29; 1,99; 2,12; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,076; 1; IO; -1; -0,071; 1; IO; -1; -0,515; 1; IO; -1; -0,557; 1; IO; -1; -0,179; 1; IO; -1; -0,075; 1; IO; -1; 0,102; 1; IO; -1; -0,0453; 1; IO; -1; 0,027; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245006; 73983; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1980,255; 4000; 630; 806,168; 2500; 1,99; 2,065; 2,29; 1,99; 2,059; 2,29; 1,92; 2,007; 2,22; 1,92; 2,007; 2,22; 1,99; 2,152; 2,29; 1,99; 2,102; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,071; 1; IO; -1; -0,079; 1; IO; -1; -0,519; 1; IO; -1; -0,567; 1; IO; -1; -0,161; 1; IO; -1; -0,059; 1; IO; -1; 0,117; 1; IO; -1; -0,0435; 1; IO; -1; -0,008; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245005; 73984; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 2038,834; 4000; 630; 758,667; 2500; 1,99; 2,087; 2,29; 1,99; 2,09; 2,29; 1,92; 2,039; 2,22; 1,92; 2,013; 2,22; 1,99; 2,074; 2,29; 1,99; 2,085; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,043; 1; IO; -1; 0,082; 1; IO; -1; -0,338; 1; IO; -1; 0,513; 1; IO; -1; -0,054; 1; IO; -1; 0,015; 1; IO; -1; 0,005; 1; IO; -1; -0,0513; 1; IO; -1; -0,009; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245004; 73985; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 2032,288; 4000; 630; 869,781; 2500; 1,99; 2,112; 2,29; 1,99; 2,038; 2,29; 1,92; 2,002; 2,22; 1,92; 1,988; 2,22; 1,99; 2,106; 2,29; 1,99; 2,085; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,051; 1; IO; -1; 0,067; 1; IO; -1; -0,316; 1; IO; -1; 0,518; 1; IO; -1; -0,066; 1; IO; -1; -0,068; 1; IO; -1; 0,025; 1; IO; -1; -0,0504; 1; IO; -1; -0,034; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245003; 73986; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1951,721; 4000; 630; 765,549; 2500; 1,99; 2,111; 2,29; 1,99; 2,059; 2,29; 1,92; 1,992; 2,22; 1,92; 1,974; 2,22; 1,99; 2,062; 2,29; 1,99; 2,091; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,044; 1; IO; -1; -0,058; 1; IO; -1; -0,557; 1; IO; -1; -0,503; 1; IO; -1; -0,256; 1; IO; -1; -0,062; 1; IO; -1; 0,113; 1; IO; -1; -0,0027; 1; IO; -1; 0,044; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245002; 73987; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 2015,335; 4000; 630; 786,194; 2500; 1,99; 2,211; 2,29; 1,99; 2,185; 2,29; 1,92; 2,054; 2,22; 1,92; 2,07; 2,22; 1,99; 2,16; 2,29; 1,99; 2,091; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,051; 1; IO; -1; 0,074; 1; IO; -1; -0,346; 1; IO; -1; 0,55; 1; IO; -1; -0,078; 1; IO; -1; -0,08; 1; IO; -1; 0,021; 1; IO; -1; -0,0451; 1; IO; -1; -0,024; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245001; 73988; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1977,57; 4000; 630; 756,149; 2500; 1,99; 2,058; 2,29; 1,99; 2,086; 2,29; 1,92; 2,069; 2,22; 1,92; 2,039; 2,22; 1,99; 2,131; 2,29; 1,99; 2,121; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,058; 1; IO; -1; 0,073; 1; IO; -1; -0,354; 1; IO; -1; 0,536; 1; IO; -1; -0,04; 1; IO; -1; -0,017; 1; IO; -1; 0,027; 1; IO; -1; -0,0567; 1; IO; -1; -0,059; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 220103 000 840549245000; 73989; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1998,383; 4000; 630; 810,364; 2500; 1,99; 2,062; 2,29; 1,99; 2,051; 2,29; 1,92; 1,999; 2,22; 1,92; 1,992; 2,22; 1,99; 2,136; 2,29; 1,99; 2,079; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,063; 1; IO; -1; -0,074; 1; IO; -1; -0,558; 1; IO; -1; -0,55; 1; IO; -1; -0,223; 1; IO; -1; -0,121; 1; IO; -1; 0,126; 1; IO; -1; -0,0244; 1; IO; -1; -0,005; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
